7/24/2020,0,686.9
7/24/2020,1,121.5
7/24/2020,2,120.1
7/24/2020,3,118.8
7/24/2020,4,118.8
7/24/2020,5,117.4
7/24/2020,6,116.0
7/24/2020,7,114.7
7/24/2020,8,111.9
7/24/2020,9,111.9
7/24/2020,10,109.2
7/24/2020,11,107.8
7/24/2020,12,107.8
7/24/2020,13,107.8
7/24/2020,14,105.1
7/24/2020,15,105.1
7/24/2020,16,103.7
7/24/2020,17,103.7
7/24/2020,18,103.7
7/24/2020,19,103.7
7/24/2020,20,103.7
7/24/2020,21,102.4
7/24/2020,22,103.7
7/24/2020,23,103.7
7/24/2020,24,103.7
7/24/2020,25,103.7
7/24/2020,26,103.7
7/24/2020,27,103.7
7/24/2020,28,102.4
7/24/2020,29,103.7
7/24/2020,30,103.7
7/24/2020,31,103.7
7/24/2020,32,103.7
7/24/2020,33,103.7
7/24/2020,34,103.7
7/24/2020,35,102.4
7/24/2020,36,102.4
7/24/2020,37,103.7
7/24/2020,38,102.4
7/24/2020,39,103.7
7/24/2020,40,103.7
7/24/2020,41,105.1
7/24/2020,42,103.7
7/24/2020,43,103.7
7/24/2020,44,103.7
7/24/2020,45,103.7
7/24/2020,46,103.7
7/24/2020,47,102.4
7/24/2020,48,103.7
7/24/2020,49,103.7
7/24/2020,50,102.4
7/24/2020,51,103.7
7/24/2020,52,102.4
7/24/2020,53,103.7
7/24/2020,54,102.4
7/24/2020,55,102.4
7/24/2020,56,102.4
7/24/2020,57,102.4
7/24/2020,58,102.4
7/24/2020,59,103.7
7/24/2020,60,102.4
7/24/2020,61,102.4
7/24/2020,62,102.4
7/24/2020,63,102.4
7/24/2020,64,102.4
7/24/2020,65,102.4
7/24/2020,66,102.4
7/24/2020,67,102.4
7/24/2020,68,102.4
7/24/2020,69,102.4
7/24/2020,70,102.4
7/24/2020,71,103.7
7/24/2020,72,102.4
7/24/2020,73,102.4
7/24/2020,74,103.7
7/24/2020,75,102.4
7/24/2020,76,102.4
7/24/2020,77,103.7
7/24/2020,78,102.4
7/24/2020,79,103.7
7/24/2020,80,102.4
7/24/2020,81,103.7
7/24/2020,82,102.4
7/24/2020,83,102.4
7/24/2020,84,102.4
7/24/2020,85,102.4
7/24/2020,86,102.4
7/24/2020,87,102.4
7/24/2020,88,102.4
7/24/2020,89,102.4
7/24/2020,90,101.0
7/24/2020,91,102.4
7/24/2020,92,101.0
7/24/2020,93,102.4
7/24/2020,94,102.4
7/24/2020,95,102.4
7/24/2020,96,102.4
7/24/2020,97,102.4
7/24/2020,98,102.4
7/24/2020,99,102.4
